x1,x2,y
7.687403696391305,5.515613573855625,1
9.038572951858097,4.371228453564668,1
5.772535614994782,6.277370482867548,1
8.600461066107076,5.0002322749862165,1
8.530729194870702,4.278368672186746,1
4.0798276547394,6.1945589182635405,1
4.984613093189961,4.360473983408334,1
6.605397185495739,6.882255201425893,1
6.356041309421421,8.139188458067228,1
2.6838906743288597,6.86824184792229,1
5.662514414667202,3.4987352758729755,1
5.8277190835192165,4.886705633305361,1
6.904516016336099,5.853798775947435,1
9.364393654058619,6.205497401481854,1
5.7258928121484995,5.935996516049602,1
5.6321396576008755,3.6092550418812794,1
9.0956116341265,5.367965376600262,1
3.981879459315781,4.188267909657503,1
6.691557721723498,6.4813019814257125,1
7.145144284822667,7.5793747577437935,1
6.117255495272725,7.165562273042795,1
6.187687002715777,5.020907188606491,1
8.331655636224488,6.909276463554352,1
7.113743395922894,3.7851055277135193,1
5.526719896210215,6.421167733265817,1
5.428960131521111,5.266217427238207,1
6.6090518776751,7.92997516645179,1
7.0386456948303895,6.866690246079192,1
5.138071164028077,6.643196460324105,1
4.319136123186963,3.224593719178695,1
6.273691415948279,7.082891120686792,1
7.309519941518905,5.569800812836796,1
